sentence,label
"Morvern Callar yang sangat subur adalah eksistensialisme punk murni, dan Cik Ramsay dan rakan penulisnya, Liana Dognini, telah menggerakkan novel Alan Warner, yang dengan sendirinya terasa seperti jawapan kepada buku Irvine Welsh, Trainspotting.",4
"Ternyata, anda boleh pulang lagi.",4
"Anda telah melihat City by the Sea di bawah pelbagai tajuk, tetapi ia mesti dikunjungi lagi.",4
"Penceritaan seperti ini akhirnya menjadikan Shanghai Ghetto bergerak melampaui buku teks yang baik, kering dan boleh dipercayai dan apa yang memungkinkannya bertaraf dengan pendahulunya yang layak.",4
"Menjadikan tragedi seperti itu sebagai latar kisah cinta berisiko untuk meremehkannya, walaupun Chouraqui tidak diragukan lagi bermaksud filem ini menegaskan kekuatan cinta untuk menolong orang-orang yang menderita seram yang hampir tidak dapat dibayangkan.",4
Pertengkaran orang dewasa berada di sebelah sini.,3
"Gadis-gadis kecil itu faham, dan McCracken tahu itu yang penting.",4
"Suatu kajian yang kuat, menggigil, dan mempengaruhi kejadian kematian seseorang.",5
Ini adalah filem yang menarik kerana tidak ada wira yang jelas dan tidak ada penjahat habis-habisan.,5
"Hari yang mengerikan dalam sejarah Ireland diberi rawatan yang bersemangat, jika agak cacat.",4
... filem bagus yang pasti membingungkan orang-orang di bahagian pemasaran.,5
"... lucu dengan cara yang membuat anda sakit hati dengan kesedihan (cara Chekhov lucu), mendalam tanpa pernah menjadi penting diri sendiri, hangat tanpa pernah menyerah pada perasaan.",5
"Devotees of Star Trek II: The Wrath of Khan akan merasakan rasa deja vu yang mengecewakan, dan kehebatan episod Generasi Next terbaik kurang.",2
Sebuah dokumentari yang menggugah jiwa mengenai konflik Israel / Palestin seperti yang terungkap melalui mata beberapa kanak-kanak yang tetap ingin tahu satu sama lain dengan segala kemungkinan.,5
Yang sangat mengagumkan dalam penampilan Jolie adalah dia tidak pernah membiarkan wataknya menjadi karikatur - bahkan dengan rambut radioaktif itu.,4
"Kisah utamanya ... cukup menarik, tetapi sukar untuk menghilangkan kegusaran ikan cerewet itu.",2
"Persembahannya sungguh rapi, dengan Roussillon memberikan komik.",5
Kinnear ... memberikan persembahan layar terbaiknya dengan gambaran kemenangan yang luar biasa dari salah satu yang paling rugi.,5
"Hugh Grant, yang memiliki garis pesona yang baik, tidak pernah lebih menawan daripada pada Tentang Boy.",5
Ada banyak gigi di Roger Dodger.,4
Tetapi yang menyenangkan ialah ada kecerdasan santai yang meresap skrip.,5
"Mengingatkan pada thriller Alfred Hitchcock, sebahagian besar bahagian yang menakutkan di `Signs 'berlaku sementara menunggu perkara berlaku.",4
Salah satu filem animasi terbaik dan bergaya dalam beberapa lama ...,5
"Penggunaan bentuk thriller untuk meneliti cara-cara labirin di mana kehidupan orang-orang menyeberang dan berubah, diserang oleh peristiwa yang nampaknya di luar kendali mereka, adalah perkara yang menarik dan provokatif.",5
Denver tidak boleh melihat penampilan pertama dan terakhir dalam persembahan paling berjaya dalam karier Vanessa Redgrave.,3
Ia pantas dilihat di mana-mana.,4
"Anda tidak perlu mengikuti sosiologi, budaya pop atau kisah filem 50-an untuk menghargai kedalaman emosi karya Haynes.",4
Walaupun gaya kera Haynes filem dari masa itu ... mesejnya tidak berakar pada dekad itu.,3
Menunggu Godard dapat membuahkan hasil: `` In Praise of Love '' adalah singkatan sutradara untuk dirinya sendiri.,4
Filem gangster dengan keupayaan untuk mengejutkan.,4
"Filem ini mempunyai senarai cucian kekurangan kecil, tetapi banyak adegan gory mayhem bernilai harga masuk ... jika ""gory mayhem"" adalah idea anda untuk masa yang tepat.",4
"Sekiranya bukan larian di rumah, sekurang-kurangnya pukulan asas kukuh.",4
Goldmember cukup lucu untuk membenarkan rasa malu membawa beg barf ke rumah filem.,3
... gambar B yang cukup pakai namun masih menghiburkan.,3
"Ini mungkin tidak terlalu inovatif, tetapi gaya filem yang segar dan tidak terpengaruh dan kerinduan yang lembut menjadikannya tidak dijangka.",4
Filem ini benar-benar menyelamatkan (Funk Brothers) dari bayang-bayang Motown.,3
Ini mengenai masa.,3
"Dengan menggunakan romantisme yang tidak dapat ditahan, Byler mengungkapkan cara-cara di mana malam yang gerah atau sore dengan bir di bawah sinar matahari dapat mengilhami hati yang paling pensiun untuk berusaha.",5
Berfungsi kerana kita tidak pernah pasti sama ada Ohlinger berada di tahap atau sekadar lelaki yang khusyuk dan khusyuk yang berusaha masuk ke dalam buku-buku sejarah sebelum dia menyindir.,3
(Scherfig) telah membuat filem yang akan membuat anda tertanya-tanya mengenai kehidupan watak-watak setelah kredit pintar dilancarkan.,4
"Perjalanan yang menggigit dan menggigit di Manhattan pada waktu malam, sebuah videologis lelaki moden yang panjang dan sejauh mana dia akan menenun kepompong pelindung di sekitar egonya sendiri.",4
"Skin Of Man mendapat beberapa kejutan murah dari teater anak-anaknya, tetapi juga memanfaatkan ketakutan primer orang muda yang berusaha mengatasi sifat misteri dan brutal orang dewasa.",4
Guru Piano bukanlah filem yang mudah.,2
"Ini memaksa anda untuk memerhatikan orang yang melakukan perkara yang tidak menyenangkan antara satu sama lain dan diri mereka sendiri, dan jaraknya jauh dari bahan yang sengaja tidak menyenangkan.",2
Menyegarkan sebagai minuman dari aliran hutan.,4
Williams benar-benar memikat kegilaan Sy yang pelik dan pelik secara keseluruhan.,4
Bolehkah saya mengakui bahawa XXX adalah sedalam hidangan Petri dan juga dicirikan sebagai buku telefon tetapi masih mengatakan ia adalah keseronokan yang bersalah?,2
"Walaupun bukan apa-apa yang belum pernah kita lihat sebelumnya dari Murphy, I Spy masih menyeronokkan dan menyenangkan dan begitu konyol secara agresif sehingga lebih dari sekadar usaha yang bermanfaat.",5
"Pada saat itu berakhir dengan sekumpulan manik-manik, lampu kilat, tembaga yang membara dan bayi yang menusuk belakang, ia telah mengatakan banyak tentang bagaimana perniagaan pertunjukan telah menyusup ke setiap sudut masyarakat - dan tidak selalu menjadi lebih baik.",3
Perenungan intim dari dua kehidupan yang sangat berantakan.,4
"Jarang kelihatan kulit kelihatan cantik, menarik, malah enak, seperti yang berlaku dalam Masalah Setiap Hari.",4
Ini adalah salah satu dokumen langka yang melukis gambaran hebat era dan menjadikan perjalanan terasa seperti pesta.,4
Sungguh menyedihkan jika kisah orang muda digantung di antara dua budaya.,4
Metafora bagi bandar China moden yang mencari identiti.,4
"Untuk semua kualiti pembenihannya, Ash Wednesday sangat tegang dan akhirnya tidak dapat diramalkan, dengan pemain ensemble yang luar biasa.",4
Drama yang ganjil dalam dunia model pakaian dalam dan penari bar di Midwest yang menarik minat saya kerana ia tidak mencuba.,5
"Filem ini terasa tidak selesa, bahasa dan lokasinya mempunyai cap autoriti yang jelas.",4
"Walaupun terdapat kesalahan, Geng unggul dalam tontonan dan mondar-mandir.",4
Menghiburkan walaupun premis satu-lelucon dengan tesis bahawa wanita dari Venus dan lelaki dari Mars memang dapat berkumpul.,3
Filem yang sangat diarahkan dan profesional yang kuno dengan segala cara terbaik.,4
Ia gelap tetapi mempunyai saat-saat lucu;,5
"Dalam kesuburan visual, Treasure Planet menyaingi animasi Jepun yang paling baru dari vintaj baru-baru ini.",4
Dokumentari adrenalin yang sangat menyeronokkan.,5
"Buy adalah pelakon yang berjaya, dan ini adalah peranan yang besar dan berair.",4
Ia menghasilkan keajaibannya dengan kegembiraan dan keghairahan sehingga panjang filem ini menjadi sebahagian daripada keseronokannya.,5
"Janji yang indah dan jujur, Promises menawarkan jendela yang tidak dijangka mengenai kerumitan perjuangan Timur Tengah dan ke arah kemanusiaan rakyatnya.",5
Kisah pengembaraan kuno tetapi mengasyikkan secara emosional seperti yang jarang mereka buat lagi.,4
Charlotte Kadang-kadang adalah permata.,4
Itu selalu memikat.,5
"Pada pendapat saya, Analisis Itu tidak lucu atau menghiburkan seperti Menganalisis Ini, tetapi ia adalah sekuel yang dihormati.",3
Filem yang luar biasa oleh Bernard Rose.,5
"Zhuangzhuang mencipta keseimbangan gaya, teks, dan subteks yang sangat sederhana dan tepat sehingga apa-apa yang tidak sesuai akan menjatuhkan keseimbangan, tetapi tidak mungkin, tidak ada yang berlaku.",4
"Terjemahan yang jauh lebih berjaya daripada penyesuaian filem sebelumnya yang paling terkenal, penulis-pengarah Anthony Friedman juga mengemas kini produksi Inggeris 1970.",4
pemeriksaan yang asli dan sangat otak minda psikopat,4
Persembahan bergerak Michel Piccoli adalah alasan filem ini menjadi.,4
Kajian yang menawan dan intim mengenai kematian dan cinta ...,5
Ini adalah filem yang seimbang secara elegan - setiap anggota ansambel mempunyai sesuatu yang menarik untuk dilakukan - yang tidak memperlihatkan sedikit pun artifis.,5
(Pemberian) melampaui kebiasaan bergelombang dan tergagap dan menangkap jiwa seorang lelaki yang kesakitan yang secara beransur-ansur mengenalinya dan menghadapinya.,4
Filem sobat yang bersemangat tinggi mengenai perjumpaan anarkis Berlin yang menghadapi penangkapan 15 tahun selepas kejahatan mereka.,4
Tentang perkara terbaik yang boleh anda katakan mengenai Narc adalah gambar genre kecil yang kukuh.,4
Sama ada anda suka atau tidak pada dasarnya adalah soal selera.,3
Drama yang melibatkan inspirasi yang kadang-kadang menjadi mangsa perangkap cerita sobanya,3
Beberapa kegilaan yang paling inventif yang mungkin anda saksikan di pawagam selama beberapa waktu.,4
"Pembuat filem Kanada, Gary Burns, yang kreatif dan penuh humor mengambil jati diri dalam bekerja di bandar.",5
"Perjalanan bergilir-gilir, dengan urutan aksi yang mengejutkan, penjahat yang mencolok, palet warna yang cantik, teknologi yang luar biasa, muzik yang mengagumkan dan boffo pada jam terakhir yang menuju ke akhir bahagia yang aneh.",5
"Semua orang tidak aman dalam Lovely and Amazing, sebuah filem yang memilukan dan lucu tentang ibu, anak perempuan dan hubungan mereka.",5
Perkara paling dekat dengan pengalaman perjalanan angkasa lepas,4
Penggemar filem China akan dengan senang hati mengetahui bahawa bakat Tian yang teliti tidak layu selama masa rehatnya.,4
"Sekiranya anda dapat bertahan melalui tempat yang perlahan, anda akan diberi penghargaan dengan lakonan yang baik.",4
"Pendekatan bermata kering yang luar biasa, bahkan analitis terhadap bahan yang biasanya dimainkan untuk kelembapan maksimum.",4
"Secara simbolik, Air Hangat Di Bawah Jambatan Merah adalah perayaan tenaga wanita, penghormatan kepada kekuatan wanita untuk sembuh.",4
Spy Kids 2 juga jarang berlaku di sekuel: Ini sebenarnya bertambah baik berbanding filem hit asalnya.,5
Dilakonkan dengan sangat baik oleh Diane Lane dan Richard Gere.,5
"Seperti berlian yang sangat berharga dan dipotong halus, indah untuk dilihat dalam keindahannya yang berkilau tetapi pada hakikatnya ia adalah satu batu yang sukar.",4
"Selain mendapat skor tinggi untuk keaslian plot - mengumpulkan tema keluarga, pengampunan dan cinta yang baru dengan cara baru - Lilo",5
Miller telah membuat kisah menarik tentang naluri ibu dan perbuatan kasih sayang yang sesat.,4
Salah satu filem aksi paling menarik untuk keluar dari China dalam beberapa tahun kebelakangan ini.,5
"Ini adalah filem yang berisiko dan berisiko, dan Villeneuve telah mengilhami Croze untuk menyerahkan dirinya sepenuhnya kepada persona Bibi yang tersiksa.",3
"MY LITTLE MYE adalah filem ""seram"" kecil terbaik yang pernah saya tonton selama bertahun-tahun.",5
"Tunney, penuh dengan tenaga kolot, neurotik, memegang layar seperti bintang sejati.",5
"Walaupun karya asli Naipaul tetap menjadi karya utama, filem ini mempunyai daya tarikan tersendiri.",5
"(Filem ini) menangani topik hubungan dengan cara yang jujur dan emosional sehingga pada akhirnya, mustahil untuk memastikan sama ada filem ini, pada dasarnya, sangat pesimis atau penuh harapan.",4
"Kadang-kadang kita merasa seolah-olah filem itu berlangsung dari satu peristiwa yang berwarna-warni ke yang lain tanpa jeda, tetapi kadang-kadang filem itu kelihatan seperti Frida Kahlo seolah-olah hidupnya juga.",3
Kekuatan filem ini terletak pada dua persembahan utamanya oleh Sven Wollter sebagai komposer yang diserang dan Viveka Seldahl sebagai isteri pemain biola yang terdesak.,4
"Seperti siri ini, filem ini lucu, pintar, kreatif secara visual, dan yang paling penting, masih hidup.",3
"Itu dipenuhi dengan tembakan, pemukulan, dan lebih banyak sumpahan daripada yang dapat anda gunakan.",3
Anda tidak tahu sama ada untuk mengagumi kehebatan filem ini dan menyebutnya klasik atau terganggu oleh kekurangan langkah yang ketara.,2
Atau kedua-duanya.,3
"Pasti, saya membenci diri saya pada waktu pagi.",2
"Tetapi sekali lagi, saya membenci diri saya pada waktu pagi.",2
"Saya masih suka Moonlight Mile, penilaian yang lebih baik akan terkutuk.",4
Time Out sama seriusnya dengan slip merah jambu.,2
"Dan lebih daripada itu, ini adalah meditasi puitis yang jeli dan tidak sopan mengenai identiti dan keterasingan.",4
"Pasti akan diperingkat sebagai salah satu komedi paling cerdik, paling menipu tahun ini.",5
"Maryam adalah filem kecil, tetapi ia menawarkan hadiah yang besar.",4
Cerita kecil yang sangat dapat ditonton dan sangat menarik.,4
Kelucuan filem Austin Powers yang paling konsisten.,4
"Perjalanan Ana bukanlah stereotaip penemuan diri, kerana dia sudah cukup selesa di kulitnya sendiri untuk berbangga dengan fizikal Rubenesque ...",3
"Cockettes mempunyai banyak keuntungan dari rakaman stok Hari-Hari itu, yang menampilkan semua jenis ratu tarik, wanita berjanggut dan hippie menyusui.",3
Ada sesuatu yang menyedihkan tentang seorang artis berusia 90-an yang berusaha untuk berkongsi kesan hidup dan kehilangan serta masa dan seni dengan kami.,4
Komedi itu menjadikan komen sosial lebih sedap.,3
Kisah cinta yang ideal untuk mereka yang tidak bertoleransi dengan genre sakarin yang lebih biasa.,4
Satu filem popcorn yang lucu.,4
Filem yang akan datang di New Zealand ini sebenarnya tidak berkaitan dengan apa pun.,2
"Bila ini kaya dan lezat, siapa yang peduli?",4
"Tully patut diperhatikan watak-wataknya yang benar-benar hidup, lakonannya yang sensitif, pandangan hidup pedesaan yang tidak dihiasi dan arahan halus Hilary Birmingham yang pertama kali.",5
Epik cantik ini dijamin dapat menaikkan semangat seisi keluarga.,5
Filem Wild Thornberrys cukup menggembirakan dan mesej hubungan kita dengan haiwan pastinya tidak dapat dititikberatkan.,4
Williams mencipta gambaran Pemandu Teksi yang menakjubkan dari seorang lelaki yang bermain di tepi kewarasan.,5
"Sekiranya anda berada dalam kerangka pemikiran B-film yang tepat, ia mungkin menakutkan seluar anda.",4
Filem yang memikat kekuatan dan kesedihan.,5
Kedua-dua kisah detektif dan kisah percintaan dengan intrik akademik akademik dan politik.,4
"Lucu, tetapi pengarah Carl Franklin menambah cukup banyak kejayaan dan kegembiraan untuk membuatnya menghiburkan.",4
Pengarah Roger Kumble menawarkan komedi romantis tradisional dan manis yang cukup untuk mengatasi kekasaran.,4
"Dan ada Diaz yang tidak dapat ditiru, menahan semuanya.",4
"Gambar Spielberg lebih pintar dan lebih halus daripada (Total Recall dan Blade Runner), walaupun plotnya terbukti terlalu berbelit-belit untuk penonton musim panas yang mencari keseronokan.",4
"Ia memiliki semua elemen Bruckheimer yang tidak asing lagi, dan Schumacher mungkin melakukan pekerjaan yang baik seperti yang dilakukan oleh orang lain dalam melancarkan pelanggaran gaya akting dan personaliti layar Hopkins / Rock.",4
"Filem yang sangat indah yang kelihatan, terdengar, dan terasa lebih seperti puisi terbuka dan terbuka daripada cerita berstruktur tradisional.",4
Nilai produksi adalah yang tertinggi dan persembahannya menarik tanpa dilupakan.,4
Penghormatan yang baik untuk seorang lelaki yang pencapaiannya - dan kerumitannya - mencapai jauh di luar zon akhir.,5
"dibuat dengan baik, ditulis dengan baik, dipersembahkan dengan indah",5
Ramsay dan Morton mengisi kajian watak ini dengan kekuatan puitis dan perasaan apung.,4
Drama kapal selam ini mendapat hak untuk disukai berbanding Das Boot.,4
"Kamera Claude Chabrol mempunyai cara bergoyang-goyang perlahan-lahan ketika merangkul wataknya, menutupi ketegangan di bawah pergerakan lembut.",4
Terdapat banyak dialog dan momen yang tidak masuk akal.,2
"Namun, ia masih berfungsi.",4
Filem ini sangat menyeronokkan berkat persembahan hebat oleh Steve Buscemi dan Rosario Dawson ...,5
"Seperti banyak filem aksi Barat, thriller ini terlalu keras dan terlalu sombong, tetapi keprihatinannya yang mendalam tentang masa lalu Korea Utara dan masa depan Korea Selatan menambah berat moral yang sangat diperlukan.",4
P.O.V Khas.,5
"Gabungan Mike White yang hebat dari subjek serius dan humor gelap dan lucu menjadikan ""The Good Girl"" sebuah filem yang patut ditonton.",5
Ini adalah filem cerdik dan berkesan dari seorang pengarah yang memahami bagaimana membuat dan mengekalkan suasana hati.,4
Bermakna untuk mengurangkan falsafah Blake menjadi kisah tragis usia-tua yang diselingi oleh ledakan dystopia superhero Todd McFarlane.,3
Assayas penyesuaian novel Jacques Chardonne yang bercita-cita tinggi dan kadang-kadang indah.,4
"Sebagai mantan Marine Walter, yang mungkin atau tidak telah menembak Kennedy, pelakon Raymond J. Barry sangat menyeramkan dan boleh dipercayai.",4
Mereka yang tidak sepenuhnya 'mendapatkan' wacana khas Godard akan tetap pergi dengan rasa kepedihannya yang tetap tetapi eksistensial.,4
Skrip lakonan Pete berjaya menemukan nada semula jadi yang nyata dan mengalir yang tidak dapat dicapai oleh sebilangan filem.,5
"Seperti persembahan Brosnan, Evelyn berasal dari hati.",5
Ia menggunakan beberapa tokoh dari kisah kehidupan nyata untuk menggambarkan diri mereka dalam filem ini.,4
Hasilnya adalah karya pembuatan filem bajet rendah yang semula jadi yang hebat.,5
Semangat peninggalan ikonoklastiknya - walau dalam bentuk kaleng - menjadikan tontonan tidak dijangka.,4
Petikan awal dan tengah mengejutkan betapa mereka terlibat dan bahkan menyentuh kita.,5
"Ini bukan ciri animasi dramatik klasik, bukan juga ciri moden, kontemporari, in-jokey.",2
"Ini semacam di antara, dan ia berfungsi.",4
"Berdikari yang tenang, introspektif dan menghiburkan ini wajar dicari.",5
"Sama ada budaya terobsesi aksi-dan-popcorn kita akan merangkumi psikodrama yang menarik dan celik ini, bukan misteri.",3
"Sama ada Ram Dass membuktikan kewibawaannya sebagai jelas dan dapat dipercayai kerana dia mengenai kesedaran dalaman, Fierce Grace meyakinkan kita bahawa dia akan sekali lagi menjadi orang yang jujur dan penyayang.",4
"Sly, canggih dan mengejutkan.",4
Penjualan semula yang baik tetapi berkesan.,4
Menunjukkan imaginasi yang jelas dan gaya yang mengagumkan yang menghasilkan beberapa kepingan yang hebat.,4
"Dengan piawaian sederhana dan lurus ke depan, Tidak dipertikaikan mendapat hit langsung.",4
"Kisahnya mengenai seorang wanita muda China, Ah Na, yang telah datang ke New York City untuk menggantikan tragedi masa lalu dengan American Dream adalah kisah yang mana yang mungkin menarik bagi setiap penonton filem seni.",4
"Bagi mereka yang suka filem Perancis yang pelik dan pelik, ini mesti!",4
"Terdapat begitu sedikit filem mengenai penderitaan orang Indian Amerika di Amerika moden yang Skins datang sebagai sambutan, jika kecewa, ketinggalan dari depan yang dilupakan.",4
"(Shyamalan) terus memotong jalan masuk melalui arus perdana Hollywood, sambil mempertahankan integritas dan menolak untuk berkompromi dengan visinya.",4
Paus masa yang baik untuk kanak-kanak dan ibu bapa yang mencari keseronokan bertema Kristian.,5
Apa yang bermula sebagai filem dalam tradisi The Graduate dengan cepat bertukar menjadi sesuatu yang lebih mudah dikitar semula daripada yang penting.,3
Jauh lebih pintar dan lebih perhatian daripada yang diperkirakan pertama kali.,4
Cerita ini cerdas dan menarik dalam niat dan pelaksanaan.,4
Filem kemahiran teknikal dan kefahaman dan perasaan yang mendalam,5
Merupakan pemergian yang layak dari komedi pertembungan budaya yang telah menandakan munculnya pawagam India Amerika.,4
Tidak lebih daripada mengembangkan rancangan TV sehingga panjang filem.,2
"Namun, cukup menyenangkan dan sentimen ekologi, pro-hidupan liar pasti dialu-alukan.",4
"Sekiranya anda mencari filem pintar di mana anda dapat melepaskan kemarahan anda, CUKUP hanyalah tiket yang anda perlukan.",4
"Pemeriksaan yang tajam, sering lembut, mengenai kebaikan dan keburukan cinta tanpa syarat dan tugas keluarga.",4
"Sebagai tindakan yang baik dan berniat baik sebagai Semua atau Tidak Ada, bagaimanapun, filem ini hampir berbahaya kerana terlalu suram, terlalu pesimis dan terlalu sukar untuk kebaikannya sendiri.",3
Drama komedi dengan sebilangan besar epik berakar pada persembahan ikhlas oleh watak tajuk yang mengalami krisis pertengahan umur.,5
Ini mengenai masalah yang sering dihadapi oleh orang dewasa dalam perkahwinan dan saya rasa itulah yang saya sukai - masalah sebenar yang tersembunyi di antara jalan cerita yang bodoh dan kasar.,4
"Dihasilkan dengan elegan dan dipersembahkan secara ekspresif, enam nombor muzik mengkristalkan momen plot utama menjadi keajaiban terperinci mengenai ekstasi mimpi.",5
Diperkaya oleh pemeran sokongan yang kuat dan tidak kuat,5
Kemampuan penulis / pengarah M. Night Shyamalan untuk mengumpulkan cerita-cerita yang mudah diakses dan bergema dengan kedalaman tidak dapat dinafikan.,4
"Sekiranya anda dapat membuka mata anda di tengah-tengah semua darah dan lendir, anda akan melihat Del Toro telah membawa graviti yang tidak dijangka ke Blade II.",3
"Bukan serangan terhadap Yi yang bertemakan Yang sama, tapi saya jumpa Pukul Apa?",2
"untuk lebih menarik pada tahap emosi, lebih lucu, dan secara keseluruhannya kurang terpisah.",3
"Pengembaraan yang menakjubkan untuk semua peringkat usia, Spirit menceritakan kisahnya yang menyakitkan dan menggembirakan dalam gabungan muzik dan gambar yang menakjubkan.",5
Kisah menarik dan lucu mengenai pertembungan budaya dan hubungan ibu / anak perempuan yang bertembung.,3
"Jangan sekali-kali melepaskan emosi anda, membawanya ke tahap yang mengejutkan, rendah yang menyedihkan dan relung impulsif tersembunyi ... cantik, bersemangat, dan kadang-kadang bergerak jarang.",4
"""... nampaknya ada yang hilang dalam terjemahan kali ini.",1
Filem The Importance of Being Earnest nampaknya kehilangan banyak pelakon acerbic drama ini.,2
"Tangan Washington yang kuat, mata yang tajam, semangat yang manis dan rasa yang baik tercermin di hampir setiap pemandangan.",5
"Shiner pasti boleh pergi jauh, tetapi bukan bahan kejuaraan dunia",4
Keinginan filem ini untuk disukai kadang-kadang melemahkan kemungkinan untuk eksplorasi aspek-aspek yang luar biasa dari sifat / memupuk hujah berkenaan dengan homoseksual.,2
... potret senyap introspektif harga diri pekerjaan dan rasa malu kehilangan pekerjaan,4
"Mampu jika tidak abadi, Seperti Mike menimbulkan beberapa tema yang bermanfaat sambil memberikan fantasi yang baik untuk anak-anak.",4
Filem tarian interpersonal yang halus.,4
Caine membuat kita menonton ketika wataknya menyedari bahawa menjadi manusia akhirnya harus memilih.,4
Ini adalah pemandangan untuk dilihat.,3
Ini adalah bio-drama yang luar biasa dan bijaksana dengan subjek yang kaya dan beberapa momen dan pemandangan yang hebat.,3
Diselamatkan dari rasa tenang oleh kasih sayang yang asas dan dipercayai.,3
"Pengarah Perancis yang semakin pelbagai telah mencipta sebuah filem yang secara jujur dapat digambarkan sebagai kelihatan, terdengar dan hanya merasa seperti filem lain dalam sejarah baru-baru ini.",5
"Geng, walaupun berat subjeknya, seronok ditonton sebagai spaghetti western yang bagus.",3
Peter Jackson telah melakukan perkara yang hampir mustahil.,4
"Dia telah meningkat dari awal dan mengambilnya selangkah lebih maju, lebih kaya dan lebih dalam.",4
"Apa yang telah dilakukan oleh Jackson terbukti bahawa tidak banyak imajinasi, tidak ada makhluk, tidak ada kisah fantasi dan tidak ada pemandangan luar biasa",2
Pasti ada beberapa kelebihan untuk tidak menjadi tua.,3
Seperti boleh memukul umur 15 tahun ketika anda berusia lebih dari 100 tahun.,2
"Zaman Ais tidak akan menjatuhkan rahang anda, tetapi ia akan menghangatkan hati anda, dan saya memberikan jempol yang kuat.",4
"Seperti Kissing Jessica Stein, Orgasm Amy mempunyai kekuatan utama dalam kesediaannya untuk menerokai watak utamanya dengan kejujuran, wawasan dan humor.",4
The Lady and the Duke adalah penawar ekonomi Eric Rohmer terhadap drama kostum yang kembung,3
"Salah satu filem terbaik tahun ini, yang menampilkan persembahan yang layak untuk Oscar oleh Julianne Moore.",5
Permata kecil dari Belgium.,5
Menggabungkan realisme sosial yang sangat suram dengan fantasi penebusan dan penjanaan semula.,4
Perubahan kualiti sinetron dalam 20 minit terakhir ... hampir meletakkan kibosh pada apa yang sebaliknya merupakan karya imaginasi filem B yang mewah.,2
Komedi filem paling bijak sejak Menjadi John Malkovich.,5
Ada sesuatu yang boleh dikatakan untuk filem yang dihasilkan studio yang tidak pernah mengganggu penonton beg pakaian yang penuh dengan jawapan yang mudah.,4
Sebuah filem di mana kisahnya hampir menjadi renungan di tengah-tengah pusingan warna dan peristiwa yang tidak dapat dijelaskan.,2
Berjaya mencapai apa yang dapat dilakukan oleh beberapa sekuel - ia sama dengan yang asli dan dalam beberapa cara malah memperbaikinya.,4
"Untuk menyebutnya satu ini sebagai klasik kultus akhirnya akan menjadi kenyataan, dan celaka adalah peminat seram yang memilih untuk mengabaikan gorefest yang menarik dan lensa ini.",5
"Jolie memberikannya sesuatu yang sangat kecil sehingga dapat dilihat di teater, terutama jika anda ingin sesuatu yang lebih selesa daripada mencabar.",4
"Walaupun melodramatis dan dapat diramalkan, komedi romantis ini meneroka persahabatan antara lima orang Filipina-Amerika dan usaha mereka untuk mencari cinta.",3
Saya mempunyai muzik kegemaran baru - dan saya juga bukan peminat genre,4
Tidak mungkin kita akan melihat thriller yang lebih baik tahun ini.,4
"Terdapat subjek yang sebenar di sini, dan ia ditangani dengan kepintaran dan perhatian.",5
Jason Patric dan Ray Liotta membuat satu pasangan pelakon yang hebat.,5
Noyce membuat filem kecantikan fizikal yang hampir hipnotis walaupun dia menceritakan kisah yang mengerikan seperti mana-mana dalam sejarah perkauman putih-hitam yang memilukan.,3
"Bermula dengan perlahan, tetapi Adrien Brody - dalam peranan utama - membantu membuat kesimpulan filem itu kuat dan memuaskan.",4
Sangat boleh diramalkan tetapi masih menghiburkan,4
Tidak kurang hebatnya karya - dan yang mencabar.,5
"Selain itu, Barbershop mendapat persembahan terbaik dari tontonan abadi orang yang benar-benar bercakap antara satu sama lain.",4
"Gambar yang mesra ini bercakap sukar, tetapi semuanya hancur - pada akhirnya ia semanis Greenfingers ...",4
"Ini adalah salah satu karya Mr. Chabrol yang paling halus, tetapi juga karya yang paling luar biasa.",4
Sebuah filem Iran yang mengasyikkan mengenai dua guru perjalanan dan beberapa orang yang hilang dan sunyi yang mereka temui di tempat di mana perang telah merosakkan nyawa dan kebebasan orang miskin dan yang dirampas.,4
"Walaupun kita tahu hasilnya, melihat nasib jenderal dalam hujah para peguam yang bersaing memiliki ketegangan yang mengasyikkan dari sebuah keseronokan hukum, sementara kesaksian saksi memberikan filem ini sebagai resonan tragedi.",4
Menonton Spirited Away seperti menonton imaginasi Timur meletup.,3
"Ketika hubungan berubah, pengarah Robert J. Siegel membenarkan watak-watak untuk mendiami dunia mereka tanpa berpaut pada busur naratif.",4
"Twohy tahu bagaimana mengembara duniawi ke dalam scarifying, dan mendapat jarak tempuh penuh dari putaran tong sesat atau ledakan rekod fonograf yang tidak dijangka.",4
"Walaupun ceritanya kadang-kadang sukar dipercayai, ini sangat menghiburkan untuk ditonton.",4
"Kisah cerdas dan lucu, walaupun kadang-kadang dangkal, berhati-hati mengenai teknologi dalam mencari artis.",4
"Memeriksa bahan peledaknya secara tidak adil seperti kajian Wiseman sebelumnya tentang sekolah menengah, hospital, mahkamah dan pusat kebajikan di bandar.",3
"Saya lebih suka penumpuan Soderbergh pada dua kekasihnya berbanding lelaki Tarkovsky yang kebanyakannya lelaki, kebanyakannya masyarakat perbahasan patriarki.",3
"Sekiranya anda berminat untuk menangis yang cerdas, ia akan mudah masuk ke dalam hati anda.",4
"Ringkasnya di IMAX, ia sama hebatnya di layar lebar.",5
"Adakah pekerjaan yang baik untuk menetapkan masa dan tempat, dan menceritakan kisah watak menarik.",4
Saya akan memberikan jempol sedikit.,4
Saya cukup menyukainya.,4
